"STATION","NAME","DATE","TAVG","TMAX","TMIN","TSUN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-01","39","46","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-02","46","54","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-03","53","60","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-04","51","55","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-05","38","47","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-06","33","42","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-07","42","49","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-08","34","38","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-09","43","49","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-10","49","55","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-11","47","53","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-12","44","48","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-13","29","40","18",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-14","19","23","14",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-15","24","31","16",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-16","35","47","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-17","15","22","8",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-18","12","19","4",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-19","20","30","10",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-20","24","28","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-21","17","24","10",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-22","15","21","9",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-23","22","27","16",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-24","30","36","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-25","30","33","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-26","27","31","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-27","17","22","12",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-28","16","22","9",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-29","25","33","16",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-30","27","38","16",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-01-31","35","42","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-01","31","35","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-02","26","29","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-03","27","32","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-04","29","31","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-05","31","35","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-06","33","37","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-07","36","44","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-08","25","29","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-09","35","45","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-10","40","50","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-11","40","50","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-12","28","32","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-13","30","39","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-14","45","50","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-15","37","44","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-16","40","51","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-17","33","40","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-18","32","37","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-19","31","32","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-20","35","40","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-21","37","43","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-22","37","45","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-23","40","51","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-24","47","56","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-25","46","52","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-26","41","43","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-27","45","50","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-28","46","52","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-02-29","46","57","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-01","40","45","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-02","43","49","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-03","41","48","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-04","43","53","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-05","48","57","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-06","47","55","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-07","46","59","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-08","50","59","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-09","55","64","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-10","52","61","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-11","42","44","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-12","44","53","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-13","40","48","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-14","42","49","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-15","46","54","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-16","52","61","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-17","40","52","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-18","30","37","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-19","33","39","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-20","39","46","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-21","41","44","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-22","43","49","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-23","41","48","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-24","53","65","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-25","48","54","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-26","56","65","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-27","46","55","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-28","53","58","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-29","51","57","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-30","48","56","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-03-31","48","58","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-01","48","58","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-02","51","58","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-03","53","57","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-04","55","59","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-05","46","50","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-06","53","68","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-07","55","59","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-08","54","60","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-09","40","50","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-10","46","55","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-11","42","48","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-12","46","52","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-13","42","48","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-14","43","50","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-15","52","59","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-16","63","73","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-17","47","54","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-18","44","48","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-19","51","59","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-20","51","54","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-21","47","48","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-22","48","50","45",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-23","47","50","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-24","57","69","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-25","51","55","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-26","43","47","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-27","44","49","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-28","50","56","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-29","54","66","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-04-30","56","65","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-01","49","57","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-02","60","67","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-03","55","62","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-04","55","62","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-05","68","83","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-06","72","85","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-07","74","87","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-08","73","83","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-09","75","86","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-10","63","74","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-11","64","75","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-12","62","67","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-13","64","71","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-14","65","72","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-15","58","64","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-16","57","65","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-17","61","66","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-18","63","68","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-19","55","62","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-20","49","52","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-21","54","56","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-22","54","57","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-23","56","60","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-24","65","75","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-25","67","76","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-26","68","77","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-27","63","68","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-28","61","67","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-29","58","64","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-30","56","62","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-05-31","57","61","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-01","68","79","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-02","74","85","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-03","67","74","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-04","64","71","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-05","63","68","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-06","56","60","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-07","63","75","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-08","65","73","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-09","76","89","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-10","79","91","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-11","82","92","72",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-12","65","74","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-13","58","61","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-14","57","61","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-15","65","73","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-16","72","78","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-17","79","89","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-18","70","74","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-19","69","73","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-20","72","83","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-21","71","76","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-22",,"82","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-23","76","84","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-24","73","81","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-25","74","79","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-26","75","82","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-27","79","88","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-28","73","78","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-29","69","72","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-06-30","73","81","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-01","72","80","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-02","76","86","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-03","75","81","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-04","75","81","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-05","80","89","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-06","71","79","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-07","72","81","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-08","70","80","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-09","72","79","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-10","82","93","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-11","76","83","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-12","74","82","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-13","74","83","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-14","73","80","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-15","69","71","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-16","72","78","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-17","73","79","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-18","80","91","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-19","67","72","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-20","70","77","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-21","71","79","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-22","75","84","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-23","71","78","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-24","72","78","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-25","70","74","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-26","67","70","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-27","68","71","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-28","70","75","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-29","69","73","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-30","73","78","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-07-31","74","80","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-01","71","76","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-02","76","82","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-03","76","81","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-04","76","80","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-05","73","81","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-06","71","77","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-07","82","91","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-08","83","90","75",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-09","81","87","75",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-10","80","86","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-11","75","82","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-12","70","73","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-13","68","71","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-14","66","68","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-15","73","81","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-16","78","86","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-17","71","77","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-18","70","70","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-19","69","77","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-20","68","74","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-21","67","76","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-22","69","76","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-23","69","74","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-24","74","82","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-25","74","81","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-26","72","81","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-27","72","79","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-28","75","80","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-29","73","77","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-30","74","81","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-08-31","77","83","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-01","78","82","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-02","78","82","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-03","79","84","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-04","73","85","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-05","62","69","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-06","61","69","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-07","61","69","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-08","68","77","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-09","73","81","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-10","74","80","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-11","71","76","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-12","75","80","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-13","74","81","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-14","69","76","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-15","68","75","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-16","63","69","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-17","62","70","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-18","65","74","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-19","67","72","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-20","74","82","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-21","70","77","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-22","63","69","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-23","65","70","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-24","69","78","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-25","58","63","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-26","52","55","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-27","57","68","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-28","59","69","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-29","52","59","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-09-30","54","64","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-01","57","66","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-02","62","70","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-03","70","82","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-04","62","71","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-05","61","65","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-06","66","74","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-07","56","63","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-08","49","56","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-09","46","52","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-10","45","52","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-11","59","68","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-12","56","67","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-13","62","73","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-14","64","76","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-15","67","79","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-16","58","63","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-17","56","60","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-18","59","64","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-19","58","66","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-20","54","64","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-21","60","67","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-22","55","63","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-23","51","58","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-24","56","64","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-25","60","70","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-26","59","67","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-27","59","65","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-28","52","62","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-29","41","47","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-30","43","50","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-10-31","50","57","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-01","51","59","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-02","53","62","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-03","56","65","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-04","57","65","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-05","49","54","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-06","49","57","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-07","49","57","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-08","51","60","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-09","53","60","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-10","58","62","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-11","53","57","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2000-11-12","48","52","43",
